Survey_Year,Age,Gender,Country,City_Size,Depression_Prevalence,Anxiety_Prevalence,Suicide_Rate,Substance_Use,Loneliness_Score,Overall_Mental_Health_Score,Internet_Usage_Hours_Per_Day,Social_Media_Usage,Screen_Time_Hours_Per_Day,Annual_Income,Education_Level,Employment_Status,Work_Life_Balance_Score,Family_Support_Score,Social_Support_Score,Physical_Activity_Level,Sleep_Quality_Score,Self_Reported_Challenges,Coping_Strategies,Internet_Impact_Description,Work_Stress_Factors,Family_Support_Description,Social_Media_Impact,Sleep_Quality_Factors,Loneliness_Feelings
2013,65,Female,United States,Suburban,0.6844751018784777,0.5831617114337359,14.274205408506855,0.325190064,8.501164001742548,6.835676807546728,4.4578012816590356,None,10.390691580388149,32438.28312,PhD,Unemployed,8,9,8,Moderate,5,lack of motivation,exercise,connected,high expectations,understanding,information overload,diet,missing companionship
2011,29,Male,India,Urban,0.019097655603204422,0.4616114176657774,12.556666034185447,0.773473126,6.552218721726118,7.099785843089535,0.40361381526906426,None,1.7687298104069125,99754.73605,Bachelor’s,Student,8,6,8,High,6,stress,journaling,informed,long hours,close-knit,connected,work stress,alone
2003,76,Non-binary,United Kingdom,Suburban,0.7068728455434385,0.6577574650262021,17.279970492813163,0.130873661,8.849695836798897,7.37874339185892,8.255004641579472,None,2.4487214149945338,81591.19157,Master’s,Unemployed,8,9,7,Moderate,4,overwhelmed,exercise,isolated,long hours,critical,distraction,irregular schedule,not understood
1958,68,Male,United States,Suburban,0.6356213647320048,0.8158391711776937,20.823314221252108,0.969821045,4.630843216439967,1.3533450499470352,0.0,Rarely,0.0,104327.8091,Bachelor’s,Student,7,2,9,Low,2,anxiety,hobbies,connected,long hours,pressured,distraction,noise,isolated
1986,39,Female,United Kingdom,Rural,0.1483478629189725,0.3942081548507492,5.9275561328274256,0.453789541,1.5163931021849646,5.648029846717969,0.0,None,0.0,29751.43256,Bachelor’s,Employed,8,3,2,Moderate,9,exhaustion,exercise,isolated,job insecurity,understanding,information overload,work stress,isolated
1998,72,Female,Australia,Rural,0.7661217513451303,0.03295417511463794,27.454712836263287,0.236050463,6.963833579123856,4.720881372147339,11.646512521103455,Rarely,1.7417301909204506,75898.06341,High School,Employed,6,8,3,Low,7,overwhelmed,therapy,excessive screen time,long hours,understanding,information overload,insomnia,disconnected
1990,39,Male,Canada,Rural,0.06834761818969115,0.7088062979704114,28.962034120509927,0.073496747,7.880066256067022,7.906134425058489,10.054532044845132,Sometimes,14.768625078049954,70108.78803,Master’s,Student,2,1,10,Moderate,4,anxiety,exercise,comparison with others,lack of support,pressured,connected,work stress,not understood
1966,63,Non-binary,Australia,Rural,0.8263987737446334,0.9561667844973851,15.43267040387173,0.169757905,1.6552136250044265,7.504203051881477,0.0,Sometimes,0.0,90619.3183,PhD,Student,2,10,8,High,3,lack of motivation,meditation,isolated,deadlines,critical,validation pressure,irregular schedule,lonely in a crowd
1970,47,Female,Australia,Rural,0.261929244848229,0.624986650276338,15.315722562886418,0.519773949,7.938187676921959,9.55594747197209,0.0,None,0.0,73429.05519,Master’s,Unemployed,8,7,6,High,3,lack of motivation,meditation,informed,low work-life balance,pressured,connected,diet,not understood
2000,55,Female,India,Rural,0.688851862300665,0.18841447854547333,26.963998031611787,0.337003176,6.752455250895308,9.077590210698258,9.215878491716577,None,1.121436607779467,74073.45671,Bachelor’s,Employed,1,7,10,Moderate,9,lack of motivation,social media break,comparison with others,long hours,understanding,information overload,work stress,missing companionship
2008,55,Female,Canada,Suburban,0.9236893410218703,0.24824253218111036,15.732794953436189,0.828883366,2.0477012120554763,6.022061155456887,9.322876482293982,None,6.689493355984029,62959.59436,PhD,Student,6,1,9,High,5,anxiety,talking to friends,isolated,high expectations,pressured,positive influence,insomnia,alone
1988,62,Male,Australia,Rural,0.33982702467344894,0.9097507186313742,26.404748370286583,0.430887524,5.859461202634064,9.82426529327442,0.0,Daily,0.0,50883.4424,Master’s,Employed,6,9,10,High,3,overwhelmed,family time,excessive screen time,long hours,understanding,information overload,screen time,alone
2004,68,Female,Australia,Rural,0.5028940779404192,0.013562095604470636,5.708423612234702,0.248714273,1.9786789396587319,2.351915282501632,0.07958791109593877,None,11.62046369597516,68226.43613,Bachelor’s,Student,4,8,4,High,5,lack of motivation,journaling,comparison with others,high expectations,understanding,positive influence,noise,missing companionship
1990,71,Non-binary,Canada,Urban,0.46311803395045037,0.5487466654634174,17.24126521919912,0.617144987,3.8945687475457107,1.064428152358083,4.816564989794688,None,5.838973434636123,31849.23588,Bachelor’s,Employed,10,4,8,Low,2,burnout,hobbies,excessive screen time,lack of support,close-knit,comparison,irregular schedule,not understood
1988,25,Female,Canada,Suburban,0.1576113490628681,0.15867764519395577,28.810726119309038,0.706777217,8.235864336164706,1.9704956409407384,0.0,None,0.0,116151.3339,High School,Unemployed,3,10,10,High,4,fear of missing out,exercise,isolated,high expectations,supportive,information overload,screen time,missing companionship
1962,44,Female,Australia,Suburban,0.5903120104907617,0.2827644352170794,11.320116468266814,0.167041908,1.907101285238339,4.196006481240278,0.0,Rarely,0.0,91441.07636,High School,Employed,3,5,3,Low,2,anxiety,exercise,excessive screen time,low work-life balance,understanding,comparison,screen time,unseen
2013,44,Non-binary,Canada,Suburban,0.743001918520948,0.3069816494932601,11.653870511310785,0.167619216,5.13449029993638,7.797334284975131,1.9839615289554633,None,14.915300474714972,115246.7117,High School,Employed,1,2,3,Moderate,2,anxiety,therapy,informed,deadlines,critical,validation pressure,screen time,missing companionship
1960,51,Female,Australia,Rural,0.9168748289238192,0.21928274773832757,20.753074717815686,0.036671427,6.451417018746043,4.447601557234245,0.0,None,0.0,42672.73823,Bachelor’s,Employed,3,9,8,High,8,overwhelmed,talking to friends,isolated,high expectations,unavailable,connected,social media,isolated
1968,38,Male,Australia,Rural,0.8508026016495128,0.7923520627061558,28.154772083024177,0.736402015,9.464603031124701,8.025417709500754,0.0,None,0.0,107934.102,Master’s,Employed,4,6,5,High,1,anxiety,meditation,isolated,high expectations,distant,positive influence,noise,missing companionship
1960,47,Male,India,Rural,0.5100193797280317,0.3322091739787588,9.968556032241079,0.663804528,7.635389302611316,7.685057238956466,0.0,None,0.0,100878.9985,High School,Employed,5,3,3,High,7,anxiety,journaling,isolated,deadlines,emotionally supportive,connected,diet,alone
1995,50,Male,United States,Urban,0.7190171545119348,0.345484991265538,28.04127564626951,0.474630876,2.2532245630678522,8.149148208052344,10.479394669722577,None,10.06576293290528,87715.24125,Master’s,Unemployed,3,7,10,Moderate,5,lack of motivation,social media break,connected,low work-life balance,supportive,comparison,overthinking,isolated
1994,45,Non-binary,Australia,Rural,0.8007834133738928,0.4530068136934591,21.575093602872016,0.844170449,9.719816797354353,2.685450809795726,11.195863407777422,None,4.636768062013638,82502.91861,High School,Student,6,9,1,Low,8,overwhelmed,meditation,connected,long hours,supportive,positive influence,noise,alone
1950,64,Female,United Kingdom,Urban,0.4934887137383488,0.9022952887404225,29.82618285652635,0.805670153,5.301618770712099,5.644301680571061,0.0,None,0.0,51654.96653,PhD,Employed,5,3,3,Low,1,lack of motivation,hobbies,connected,high expectations,supportive,connected,social media,disconnected
1989,50,Male,United States,Suburban,0.11542756070426774,0.688173032026683,23.41147116131577,0.585354364,4.327456497118764,7.414226096482701,0.0,Daily,0.0,101641.0785,PhD,Unemployed,3,2,9,High,7,fear of missing out,talking to friends,informed,deadlines,close-knit,information overload,overthinking,lonely in a crowd
1968,22,Non-binary,United States,Rural,0.43793076384737084,0.0617497041677777,21.69501351793264,0.868271281,2.158400861877781,3.5575723329315374,0.0,None,0.0,70151.54615,High School,Employed,6,7,5,Moderate,5,exhaustion,hobbies,comparison with others,lack of support,understanding,distraction,noise,alone
2021,77,Female,United States,Urban,0.8424780382015649,0.03926192103657411,25.372579298999156,0.20584121,9.401340324529437,8.542237767548805,0.27461235244291826,None,9.68985088910806,27089.15759,Bachelor’s,Employed,6,7,10,Moderate,4,fear of missing out,family time,excessive screen time,deadlines,close-knit,comparison,screen time,isolated
2021,78,Non-binary,India,Urban,0.596641405393735,0.5663892295770254,9.378507982257313,0.111919619,6.275853418055577,8.013807692712009,11.380795186040004,Daily,13.860242209587478,51286.31609,High School,Student,8,4,2,Moderate,7,exhaustion,social media break,supportive community,lack of support,understanding,connected,irregular schedule,disconnected
2010,65,Male,Australia,Rural,0.724458377009339,0.8870605617272078,28.649640325833744,0.269749612,9.891887730451888,2.078888749751353,2.594698117557863,Rarely,7.7342885864299245,113529.7099,High School,Employed,2,9,7,Moderate,2,lack of motivation,family time,isolated,low work-life balance,critical,comparison,overthinking,alone
1961,36,Male,India,Suburban,0.18526802215258753,0.3232514760005911,9.139887719401564,0.057086856,2.5647928775865156,2.960991865146567,0.0,Sometimes,0.0,105068.0261,Bachelor’s,Unemployed,1,8,2,Moderate,1,fear of missing out,therapy,excessive screen time,long hours,close-knit,negativity,insomnia,unseen
2010,21,Male,Australia,Suburban,0.9643377682110057,0.24777182890216842,5.641759247411356,0.531169528,5.912520206660455,3.136360561817852,3.700221853616113,Sometimes,11.472673520681228,118190.5698,PhD,Unemployed,4,1,4,Low,1,overwhelmed,hobbies,isolated,deadlines,close-knit,comparison,insomnia,missing companionship
1982,52,Non-binary,India,Suburban,0.4040805294933094,0.7481910453130791,22.446421029943554,0.936605692,1.9889757791488325,8.90628899968167,0.0,Rarely,0.0,82799.33826,Master’s,Student,7,1,7,Low,1,stress,therapy,informed,job insecurity,distant,positive influence,work stress,lonely in a crowd
1994,66,Non-binary,India,Urban,0.653635522717729,0.6020913664698274,9.61488565322084,0.039343541,5.718482441444875,2.680541851055998,4.229723695888381,None,6.304728600445423,44751.00731,High School,Employed,10,5,4,Low,5,lack of motivation,exercise,isolated,high expectations,unavailable,negativity,overthinking,alone
2018,34,Male,United Kingdom,Urban,0.018872254590605264,0.5650273423568051,23.968829490797116,0.122109914,9.008126415030649,6.5988666305631964,6.470973927012464,None,12.317964622619256,36281.50497,Bachelor’s,Unemployed,3,6,7,High,7,exhaustion,family time,connected,low work-life balance,close-knit,positive influence,irregular schedule,disconnected
1957,61,Non-binary,India,Urban,0.12731926225529133,0.14930119914354112,24.875974449559436,0.452199028,1.983887667879861,1.5842086364734755,0.0,None,0.0,38691.44406,High School,Employed,3,3,7,Moderate,2,burnout,talking to friends,supportive community,deadlines,distant,distraction,diet,unseen
1974,45,Male,Canada,Urban,0.782034269884919,0.17596131866098563,10.91748101638483,0.933875018,3.4268392669792753,5.972548209737619,0.0,None,0.0,21979.56583,Bachelor’s,Employed,5,9,1,High,8,exhaustion,hobbies,overwhelmed by information,high expectations,pressured,negativity,social media,not understood
1995,47,Male,United Kingdom,Suburban,0.9679694455202547,0.28178777592402426,7.168008264380283,0.316156105,7.141617209858774,2.271268920876976,9.604578379000918,None,13.243624931890704,59068.2111,Master’s,Employed,5,10,6,Moderate,4,burnout,journaling,isolated,deadlines,unavailable,information overload,screen time,disconnected
1979,46,Female,India,Rural,0.3200553550554782,0.20683893468193693,17.520524156969994,0.507234809,1.6865833247202027,6.179461523999695,0.0,None,0.0,39142.76805,Master’s,Student,10,6,9,Low,3,anxiety,social media break,excessive screen time,lack of support,critical,comparison,work stress,missing companionship
1996,63,Non-binary,United States,Urban,0.03718073494126484,0.9714447450464361,27.255462764207273,0.041572859,5.085864320270641,4.310161512674575,8.237385131061005,Sometimes,7.908185683265598,61165.54605,PhD,Employed,3,4,2,High,8,fear of missing out,meditation,connected,deadlines,close-knit,connected,insomnia,disconnected
1998,70,Male,Canada,Urban,0.36086660198013754,0.01861101635615736,26.182277525734477,0.148343201,3.997554649278811,6.451144570107626,5.463148477137525,None,3.993290840797179,113499.4432,Bachelor’s,Unemployed,9,7,3,Low,2,burnout,talking to friends,overwhelmed by information,job insecurity,emotionally supportive,validation pressure,social media,unseen
1996,23,Male,Canada,Suburban,0.017468130279002625,0.6260563384293241,7.9270614125067205,0.986630123,8.543333743876325,4.549989001198481,10.004690424918612,None,7.897225603106756,63054.02095,Bachelor’s,Employed,4,8,10,Moderate,3,exhaustion,talking to friends,supportive community,deadlines,supportive,comparison,social media,disconnected
1967,52,Non-binary,Canada,Rural,0.19237309226246913,0.5175988248754383,29.119581612963216,0.965118696,1.4416839380458404,8.688656900605285,0.0,Sometimes,0.0,107798.4497,PhD,Unemployed,3,9,5,Moderate,3,anxiety,therapy,overwhelmed by information,deadlines,pressured,comparison,screen time,unseen
2015,77,Female,United Kingdom,Rural,0.7524720150537384,0.3232512358984363,11.5987298846842,0.004939981,8.770559209693928,7.812799569919753,3.4254839595815323,Daily,8.927681419076741,80550.47666,PhD,Employed,2,6,9,Moderate,1,stress,family time,connected,job insecurity,pressured,distraction,diet,alone
2017,58,Female,India,Suburban,0.9370883981064961,0.8875887121039754,13.734779425576015,0.951811785,7.332688325749022,8.60231988450985,5.77140301142725,None,8.318925049596213,44713.15547,Bachelor’s,Unemployed,10,6,4,Low,6,overwhelmed,hobbies,comparison with others,low work-life balance,critical,information overload,diet,unseen
1982,54,Male,India,Suburban,0.08744908436888665,0.6701625775392822,8.726256076803283,0.639119938,3.6747147498340467,2.998469958717778,0.0,None,0.0,55585.47593,PhD,Unemployed,9,8,1,Moderate,2,overwhelmed,hobbies,comparison with others,deadlines,distant,validation pressure,overthinking,unseen
1985,41,Non-binary,United States,Rural,0.5579007788105093,0.9983543513232265,14.44507413856615,0.867918295,2.7799168104414447,2.3393438950649927,0.0,Rarely,0.0,28391.95358,Master’s,Employed,4,5,4,Low,1,overwhelmed,exercise,overwhelmed by information,job insecurity,pressured,negativity,insomnia,lonely in a crowd
1968,46,Female,United States,Urban,0.25388084612403194,0.16865595932648536,20.891027657991998,0.454739856,9.551587041148387,6.016012015382862,0.0,None,0.0,53346.25936,High School,Employed,3,3,6,High,2,burnout,exercise,informed,high expectations,unavailable,negativity,diet,unseen
1977,66,Non-binary,Canada,Rural,0.13905912579392954,0.08786783586782876,17.65195650294588,0.515596029,5.985171849777508,8.85549891013526,0.0,Sometimes,0.0,87754.09455,Master’s,Unemployed,7,3,5,Moderate,6,stress,social media break,excessive screen time,lack of support,close-knit,negativity,irregular schedule,unseen
1989,63,Non-binary,United States,Suburban,0.21898022989155752,0.13939726746634395,25.688487126569626,0.48884658,4.1029986121150275,1.9956156084687362,0.0,None,0.0,27211.10929,PhD,Student,8,6,1,Moderate,4,burnout,therapy,excessive screen time,lack of support,close-knit,positive influence,diet,not understood
1964,70,Male,United Kingdom,Urban,0.5777630674977074,0.26929096758459625,21.032520281420545,0.666864258,1.4002165496720256,3.1049936344823084,0.0,None,0.0,40540.14085,Bachelor’s,Employed,2,2,4,Moderate,6,fear of missing out,talking to friends,overwhelmed by information,deadlines,emotionally supportive,positive influence,social media,alone
1990,48,Female,India,Urban,0.06513450144396105,0.41678699156795607,11.588611786232606,0.139651255,2.4920582543993777,7.7139839655192715,7.53895420357526,Sometimes,1.5842372159911335,58144.10414,Bachelor’s,Student,7,6,6,High,9,burnout,hobbies,isolated,low work-life balance,critical,connected,screen time,missing companionship
1988,52,Male,Canada,Suburban,0.4342185961684175,0.8626032850019429,18.93595079042082,0.02997359,6.383485135562554,5.188248799940281,0.0,Rarely,0.0,118204.9537,Master’s,Employed,5,6,10,Moderate,8,stress,journaling,isolated,low work-life balance,supportive,validation pressure,irregular schedule,lonely in a crowd
1951,77,Female,United States,Suburban,0.13522785095516388,0.2835917663288866,6.604778147205241,0.307929942,5.617986371689507,6.431169733467731,0.0,Daily,0.0,98486.1823,Bachelor’s,Employed,5,8,10,Low,1,stress,therapy,excessive screen time,high expectations,distant,negativity,overthinking,not understood
2012,50,Female,United Kingdom,Suburban,0.2726770523944815,0.9152433100276822,19.51976401861153,0.704680763,7.818491049035922,6.325789817991594,5.708969388377229,None,5.8258009813288565,93348.67465,PhD,Employed,3,7,4,Low,8,fear of missing out,social media break,excessive screen time,deadlines,supportive,positive influence,insomnia,isolated
1978,69,Female,United Kingdom,Rural,0.1907543297432639,0.46290768840471663,14.741595738511712,0.201853452,8.513538157348588,4.71119464928257,0.0,Sometimes,0.0,31619.09565,Master’s,Employed,5,8,9,Moderate,9,stress,social media break,comparison with others,lack of support,pressured,connected,overthinking,alone
2023,78,Female,United States,Rural,0.8829754998308972,0.6470700185389826,7.459962301395691,0.673432433,4.574573223867832,7.351320762697618,10.007687020127706,None,8.44447441906392,98099.58936,Bachelor’s,Student,2,9,5,Moderate,6,exhaustion,therapy,informed,low work-life balance,critical,information overload,social media,alone
2015,38,Female,India,Urban,0.7080113308712895,0.26440771405595076,12.686598824769542,0.969912046,1.9083692424378587,8.67042228899859,0.4409883702033097,Sometimes,5.96525926147657,98526.88115,High School,Employed,4,6,8,High,5,stress,social media break,connected,deadlines,emotionally supportive,connected,irregular schedule,isolated
2000,49,Non-binary,United States,Suburban,0.8684625789474705,0.15601381602353792,27.452174815024623,0.093900716,8.123767840643135,9.169813441631536,2.483929242090681,None,4.0697823096067385,80110.26956,High School,Unemployed,6,3,9,High,6,overwhelmed,therapy,isolated,low work-life balance,supportive,positive influence,irregular schedule,missing companionship
1959,40,Male,Canada,Urban,0.3834628345476925,0.8694569406580492,19.650948685754727,0.672602118,5.983660902966787,1.4177043880570972,0.0,None,0.0,119036.1782,PhD,Unemployed,1,10,10,High,6,exhaustion,meditation,excessive screen time,job insecurity,unavailable,distraction,irregular schedule,unseen
1963,50,Non-binary,United States,Urban,0.3134133648536701,0.10950618052016392,27.581621223576278,0.443750219,9.818126995950697,5.982455148683734,0.0,None,0.0,52525.39059,Bachelor’s,Student,10,3,5,Moderate,9,exhaustion,therapy,comparison with others,low work-life balance,close-knit,distraction,social media,not understood
2000,20,Female,United Kingdom,Urban,0.38058719489776704,0.7740213057670227,15.27009967436419,0.868142254,8.167149245915063,1.3633439089497013,4.745013977487528,None,12.712994385419533,114127.2448,PhD,Employed,4,1,6,High,4,fear of missing out,family time,supportive community,lack of support,pressured,negativity,social media,disconnected
2022,35,Male,United States,Urban,0.018548195724407468,0.5809843060768575,29.4727149847522,0.177149789,3.961654494499924,9.10837099483288,8.92522084225571,Daily,12.27661723041398,111473.1115,Master’s,Unemployed,6,5,1,High,2,loneliness,therapy,comparison with others,long hours,emotionally supportive,distraction,overthinking,lonely in a crowd
1988,42,Female,India,Suburban,0.7247042751485582,0.8611377816788489,14.00047633745476,0.692625952,4.856411220861182,4.863392266460387,0.0,None,0.0,21148.06597,High School,Student,9,4,7,Low,9,loneliness,social media break,isolated,high expectations,supportive,negativity,work stress,disconnected
1977,59,Male,Australia,Urban,0.3497724568950783,0.7178184120981771,23.920115378637732,0.83811529,3.1201837611222474,9.104728690020025,0.0,None,0.0,65011.65265,Master’s,Employed,2,9,4,High,2,stress,hobbies,isolated,high expectations,distant,negativity,overthinking,isolated
1952,48,Non-binary,United States,Suburban,0.3133238035767917,0.2816641021115418,12.63507708700142,0.944614219,5.607986473322486,2.689150688657549,0.0,None,0.0,117710.4233,Bachelor’s,Unemployed,7,9,2,Low,9,exhaustion,family time,comparison with others,lack of support,unavailable,positive influence,insomnia,alone
2019,71,Male,India,Suburban,0.5981410653705329,0.5744275972572762,7.649763711248967,0.683248028,7.396524640056861,2.4613411631787234,4.136686348821289,Daily,2.754382356684809,30312.13624,PhD,Unemployed,6,5,5,Low,2,loneliness,social media break,connected,low work-life balance,unavailable,distraction,screen time,missing companionship
1976,75,Male,India,Rural,0.4362499117098164,0.013073619605447284,25.826414918390512,0.497174764,6.512398837864726,9.174917286471942,0.0,None,0.0,74778.46944,PhD,Student,2,10,3,High,8,loneliness,exercise,overwhelmed by information,deadlines,supportive,negativity,irregular schedule,alone
1951,20,Male,United Kingdom,Suburban,0.9808433682238985,0.475218342372429,24.06453817175399,0.61784724,4.078751164603609,9.44538024739716,0.0,None,0.0,117895.7507,PhD,Employed,8,4,6,Low,9,stress,exercise,isolated,low work-life balance,close-knit,validation pressure,work stress,lonely in a crowd
1987,57,Male,India,Rural,0.35625304289880133,0.08601363557203567,25.515725845457585,0.868904984,8.409699169531695,7.901106705966777,0.0,None,0.0,75549.54241,Master’s,Employed,7,7,8,Moderate,9,loneliness,hobbies,comparison with others,lack of support,supportive,information overload,screen time,alone
1952,63,Male,India,Suburban,0.6138958422079134,0.4289449978103297,12.4923632921403,0.570609747,1.945528810299984,2.998228355322774,0.0,None,0.0,38981.5303,High School,Unemployed,5,6,7,Moderate,9,burnout,hobbies,excessive screen time,high expectations,pressured,connected,work stress,alone
1965,41,Female,India,Suburban,0.31165110060965173,0.1096118079986772,22.59154064002426,0.03038706,2.282992236983464,2.547868534948944,0.0,None,0.0,78218.32301,Master’s,Unemployed,5,4,3,High,2,anxiety,family time,comparison with others,low work-life balance,supportive,connected,diet,lonely in a crowd
1989,67,Male,India,Suburban,0.9905949802106567,0.955479806945415,10.498071193714125,0.930948696,4.637436100959288,7.732117655351898,0.0,None,0.0,40444.05739,Master’s,Unemployed,7,10,8,Moderate,4,fear of missing out,meditation,informed,high expectations,unavailable,positive influence,diet,not understood
1951,49,Male,Canada,Rural,0.44511103472012814,0.5230679574077278,5.282788406537115,0.689526751,7.320189823222718,6.712972448847811,0.0,None,0.0,71970.42629,Bachelor’s,Employed,9,2,2,Low,7,anxiety,hobbies,overwhelmed by information,deadlines,emotionally supportive,distraction,noise,not understood
1990,64,Non-binary,Canada,Rural,0.634128810866803,0.9132179852766433,26.6622193908917,0.676513386,7.247671102875383,8.848689923943896,0.41672051327302295,None,12.905746601864772,27404.22179,Bachelor’s,Student,9,1,10,Moderate,2,stress,exercise,supportive community,high expectations,supportive,distraction,diet,lonely in a crowd
1961,39,Male,United Kingdom,Urban,0.12672167095267706,0.022366222965765847,18.088137176399826,0.215675152,4.29871098444722,3.491302765257159,0.0,Sometimes,0.0,80548.26692,Bachelor’s,Student,9,4,9,High,1,overwhelmed,therapy,connected,high expectations,close-knit,negativity,overthinking,missing companionship
1984,40,Non-binary,United States,Rural,0.7330242148636581,0.6376532838818979,29.59133343705221,0.65888547,7.2694711400426835,3.6582142623434466,0.0,Rarely,0.0,71678.99391,High School,Employed,6,4,4,High,3,fear of missing out,social media break,supportive community,long hours,critical,comparison,diet,isolated
2014,19,Female,India,Rural,0.269210057875622,0.3069545019266202,14.62589237259367,0.393864406,1.545271977274577,7.584770075592384,10.758073164503797,None,9.926153920244175,94016.13688,High School,Student,10,1,1,Low,4,stress,exercise,overwhelmed by information,long hours,emotionally supportive,negativity,social media,alone
2004,44,Male,United States,Rural,0.4486132528296719,0.4318289959652363,28.921825174736757,0.651232977,3.6101975484237436,3.410817470057622,0.9753880390687324,None,1.0097133952175688,83070.04712,Bachelor’s,Unemployed,6,6,8,High,8,exhaustion,exercise,overwhelmed by information,job insecurity,distant,information overload,irregular schedule,missing companionship
1994,59,Non-binary,United States,Rural,0.8831330623274579,0.8730873952146897,20.376431586813986,0.10659303,7.243959819467008,5.161395087147776,9.86793563667559,None,11.449026854943417,74960.62685,Bachelor’s,Student,3,4,7,Moderate,6,overwhelmed,meditation,overwhelmed by information,long hours,understanding,validation pressure,overthinking,alone
2011,19,Non-binary,United Kingdom,Urban,0.9705525148851014,0.9800210947587448,17.805126795921584,0.657845305,2.656372609377075,5.681279287481158,1.2300385132901055,None,13.16296489519386,88977.88492,High School,Student,1,1,5,High,2,anxiety,family time,supportive community,high expectations,supportive,connected,screen time,isolated
1998,43,Female,India,Rural,0.424572101840357,0.24649195443335237,12.570240079493685,0.999413726,2.9144082574761097,7.022660705790044,9.942051959415446,Sometimes,2.086133818186002,34394.19136,PhD,Student,7,1,10,Low,9,stress,family time,excessive screen time,lack of support,close-knit,negativity,noise,not understood
1974,34,Male,India,Suburban,0.8348026679544999,0.9482532853533017,25.63190853181852,0.048212039,1.7819435704133446,4.0994515697454155,0.0,None,0.0,79535.96613,High School,Unemployed,4,1,5,High,2,exhaustion,talking to friends,overwhelmed by information,high expectations,emotionally supportive,comparison,noise,missing companionship
1972,57,Male,Australia,Suburban,0.05334899454986075,0.6887269488817191,25.719868659278077,0.977174184,4.2802391452905795,8.725032817299248,0.0,None,0.0,37211.06028,High School,Employed,1,8,7,Moderate,5,fear of missing out,meditation,comparison with others,lack of support,close-knit,comparison,noise,unseen
1973,50,Non-binary,United States,Rural,0.8475740297902625,0.9514139143572707,15.423238305087784,0.406907961,8.42434516533856,4.620961241324851,0.0,Sometimes,0.0,112552.2208,High School,Unemployed,8,10,5,Low,4,fear of missing out,therapy,supportive community,lack of support,distant,negativity,screen time,unseen
1987,26,Male,United States,Rural,0.6295103221526497,0.56236699862121,23.182328548599457,0.87075345,8.52723211440447,1.3723596733124703,0.0,None,0.0,26833.41048,Bachelor’s,Employed,6,8,8,Moderate,7,lack of motivation,family time,overwhelmed by information,long hours,unavailable,positive influence,screen time,unseen
1977,60,Non-binary,Canada,Suburban,0.48870616839160197,0.9607562849914706,16.1809483944568,0.782385484,8.76126279520751,1.6030188387383317,0.0,None,0.0,63037.47497,PhD,Employed,6,2,6,Low,8,exhaustion,social media break,comparison with others,low work-life balance,close-knit,connected,screen time,not understood
1970,71,Male,Australia,Suburban,0.8899637051372478,0.8924554581474337,23.491482361666908,0.567016261,1.3303362653999335,9.744160296799889,0.0,Rarely,0.0,89579.74777,High School,Employed,2,7,5,High,5,burnout,hobbies,excessive screen time,deadlines,emotionally supportive,positive influence,screen time,not understood
2003,65,Non-binary,Canada,Urban,0.8453372225064139,0.12859174122544603,29.854753917965624,0.738449209,9.941398352979435,6.598385141199166,3.6532751905698637,Daily,12.712437254766067,65802.22117,Bachelor’s,Student,1,8,9,Low,5,loneliness,meditation,informed,long hours,close-knit,validation pressure,noise,isolated
1967,56,Male,Canada,Suburban,0.296945095953572,0.3107899271017305,11.562407844102792,0.878515561,5.523771150592003,5.418352345197805,0.0,Rarely,0.0,29209.52532,Master’s,Student,2,8,2,Low,2,overwhelmed,hobbies,excessive screen time,long hours,close-knit,comparison,noise,alone
1985,46,Female,Canada,Suburban,0.7914883823447575,0.24306319151251188,20.851311429493276,0.404140322,8.85454327298562,8.827125636367619,0.0,None,0.0,75337.90161,Master’s,Employed,4,10,1,High,8,exhaustion,exercise,overwhelmed by information,low work-life balance,close-knit,comparison,work stress,isolated
1994,59,Male,United Kingdom,Rural,0.0994909336623726,0.572099326050257,14.496949127664085,0.327033162,9.146031712365069,7.45196220979613,5.92944113201333,None,11.369984391812155,84163.19088,High School,Employed,2,7,8,Moderate,2,lack of motivation,social media break,supportive community,deadlines,pressured,information overload,overthinking,isolated
2022,72,Male,United Kingdom,Suburban,0.8227639354673701,0.8027994315059253,18.709289091212582,0.667593386,5.630484159094862,2.632529201466638,10.205563373100734,Sometimes,6.552736869159489,90379.2311,Master’s,Student,1,5,3,High,6,loneliness,social media break,isolated,high expectations,pressured,validation pressure,irregular schedule,not understood
2002,43,Female,Canada,Urban,0.6754556180232505,0.7594114468868812,26.85368200741656,0.807845942,1.459807759142697,1.0656307404268452,11.311776305992131,Sometimes,1.4433412301685864,57325.98145,PhD,Unemployed,7,1,7,Low,8,loneliness,exercise,overwhelmed by information,job insecurity,unavailable,comparison,diet,unseen
1979,52,Male,Australia,Suburban,0.08786633093194274,0.7267491322834767,13.68939673611637,0.762285135,6.377227897727376,9.839172725125051,0.0,None,0.0,76365.9971,Master’s,Employed,8,9,10,High,6,stress,meditation,isolated,job insecurity,supportive,validation pressure,diet,disconnected
2009,67,Female,United States,Rural,0.6830801734741354,0.37526487573558587,6.8097075535309095,0.797813649,4.006841089161466,6.662944396928049,1.3676435539091765,Rarely,6.125038805096665,65068.64749,Master’s,Unemployed,6,7,8,Low,4,loneliness,exercise,comparison with others,high expectations,close-knit,connected,social media,alone
